ID,Tip,Nume,Cantitate,PragAlerta,PretAchizitie,PretVanzare,VolumM3
8519,Auto,Senzor Debitmetru Model 90,26,10,67.8,94.44,0.241
8520,Perisabile,[Perisabile] Spray Degripant Model 99,145,13,200.79,338.04,0.448
8521,Electronice,[Electronice] Multimetru Analogic Model 45,41,20,19.38,46.42,0.243
8522,Perisabile,[Perisabile] Spray Degripant Model 71,120,5,39.68,98.75,0.112
8523,Perisabile,[Perisabile] Spray Degripant Model 27,106,18,109.77,188.8,0.157
8524,Perisabile,[Perisabile] Spray Degripant Model 46,50,16,208.5,366.37,0.337
8525,Perisabile,[Perisabile] Adeziv Industrial Model 2,150,18,162.12,397.35,0.471
8526,Auto,Furtun Intercooler 2.0 TDI Model 54,67,15,279.75,441.77,0.199
8527,Perisabile,[Perisabile] Spray Degripant Model 1,9,6,129.66,188.42,0.087
8528,Hardware,Incarcator Gaz Model 63,73,6,292.65,709.88,0.322
8529,Electronice,[Electronice] Modul Transmisie LoRa Model 69,73,10,167.53,334.01,0.427
8530,Electronice,[Electronice] Multimetru Analogic Model 21,133,17,281.06,540.84,0.059
8531,Perisabile,[Perisabile] Spray Degripant Model 86,146,12,244.12,398.86,0.217
8532,Auto,Furtun Intercooler 2.0 TDI Model 63,16,6,166.2,370.63,0.195
8533,Electronice,[Electronice] Multimetru Analogic Model 23,65,9,68.13,144.35,0.15
8534,Electronice,[Electronice] Osciloscop Model 17,3,16,11.32,17.21,0.022
8535,Perisabile,[Perisabile] Spray Degripant Model 27,108,14,266.27,538.48,0.016
8536,Auto,Baterie 12V 70Ah Model 45,101,18,187.8,282.47,0.352
8537,Perisabile,[Perisabile] Solutie Curatare Frane Model 62,41,7,214.62,408.55,0.144
8538,Hardware,Cheie Dinamometrica Model 49,7,14,112.1,184.16,0.297
8539,Auto,Rulment Roata Fata Model 22,15,5,163.1,263.6,0.063
8540,Auto,Set Placute Frana Model 82,124,14,61.81,112.71,0.105
8541,Auto,Baterie 12V 70Ah Model 22,118,16,260.32,567.42,0.243
8542,Electronice,[Electronice] Modul Transmisie LoRa Model 89,24,11,265.43,620.3,0.248
8543,Auto,Filtru Aer Model 50,35,16,30.66,47.18,0.346
8544,Auto,Filtru Aer Model 23,62,13,147.82,304.9,0.14
8545,Electronice,[Electronice] Osciloscop Model 7,74,9,125.9,218.25,0.306
8546,Perisabile,[Perisabile] Adeziv Industrial Model 2,21,17,15.72,35.85,0.161
8547,Hardware,Trusa Tubulare Model 91,88,7,197.61,428.15,0.088
8548,Hardware,Cheie Dinamometrica Model 25,134,18,118.75,158.44,0.191
8549,Hardware,Cheie Dinamometrica Model 96,88,14,120.84,265.9,0.05
8550,Electronice,[Electronice] Modul Transmisie LoRa Model 43,59,5,292.25,379.62,0.219
8551,Perisabile,[Perisabile] Spray Degripant Model 46,30,19,267.73,534.67,0.456
8552,Perisabile,[Perisabile] Spray Degripant Model 77,121,15,224.16,294.84,0.172
8553,Auto,Set Placute Frana Model 98,18,5,279.06,363.22,0.474
8554,Electronice,[Electronice] Sursa Laborator Model 42,47,15,71.82,145.06,0.093
8555,Auto,Senzor Debitmetru Model 70,82,19,40.16,67.94,0.309
8556,Perisabile,[Perisabile] Adeziv Industrial Model 5,48,18,60.89,107.99,0.423
8557,Hardware,Incarcator Gaz Model 24,34,9,193.76,381.03,0.026
8558,Perisabile,[Perisabile] Solutie Curatare Frane Model 91,43,12,266.75,646.33,0.294
8559,Electronice,[Electronice] Sursa Laborator Model 88,131,5,34.8,82.82,0.41
8560,Electronice,[Electronice] Modul Transmisie LoRa Model 90,123,10,77.11,127.45,0.011
8561,Hardware,Trusa Tubulare Model 16,73,18,270.51,593.57,0.21
8562,Perisabile,[Perisabile] Solutie Curatare Frane Model 3,55,8,24.31,59.03,0.075
8563,Hardware,Cheie Dinamometrica Model 53,126,15,17.7,44.07,0.362
8564,Auto,Baterie 12V 70Ah Model 78,4,14,14.54,29.49,0.327
8565,Electronice,[Electronice] Modul Transmisie LoRa Model 21,13,11,27.02,65.94,0.214
8566,Auto,Baterie 12V 70Ah Model 40,31,11,186.87,402.76,0.103
8567,Perisabile,[Perisabile] Spray Degripant Model 44,18,8,63.23,149.87,0.302
8568,Auto,Furtun Intercooler 2.0 TDI Model 95,78,8,277.87,670.83,0.283
8569,Electronice,[Electronice] Osciloscop Model 56,33,9,102.09,197.26,0.409
8570,Auto,Senzor Debitmetru Model 34,47,8,196.58,468.46,0.399
8571,Perisabile,[Perisabile] Spray Degripant Model 70,146,10,272.23,556.98,0.265
8572,Hardware,Set Imbusuri Model 30,76,9,144.35,304.51,0.289
8573,Electronice,[Electronice] Modul Transmisie LoRa Model 30,103,20,20.45,38.0,0.413
8574,Hardware,Set Imbusuri Model 38,105,16,48.44,103.59,0.32
8575,Electronice,[Electronice] Sursa Laborator Model 66,131,14,277.23,674.62,0.344
8576,Auto,Rulment Roata Fata Model 8,21,17,74.03,93.53,0.233
8577,Hardware,Set Imbusuri Model 21,128,7,36.23,47.0,0.265
8578,Perisabile,[Perisabile] Adeziv Industrial Model 7,44,17,142.27,304.14,0.431
8579,Perisabile,[Perisabile] Solutie Curatare Frane Model 99,4,14,164.47,305.53,0.378
8580,Electronice,[Electronice] Modul Transmisie LoRa Model 78,96,18,255.21,608.55,0.011
8581,Perisabile,[Perisabile] Solutie Curatare Frane Model 34,94,8,109.1,249.97,0.056
8582,Auto,Senzor Debitmetru Model 92,16,6,122.12,219.46,0.155
8583,Auto,Senzor Debitmetru Model 59,144,20,86.04,155.26,0.245
8584,Perisabile,[Perisabile] Spray Degripant Model 71,56,20,257.71,618.28,0.299
8585,Auto,Set Placute Frana Model 8,5,11,112.97,189.65,0.458
8586,Hardware,Set Imbusuri Model 54,12,20,146.9,364.8,0.161
8587,Auto,Baterie 12V 70Ah Model 68,64,16,82.58,174.47,0.32
8588,Hardware,Set Imbusuri Model 23,62,8,110.27,259.52,0.023
8589,Perisabile,[Perisabile] Spray Degripant Model 92,18,12,123.42,308.47,0.144
8590,Electronice,[Electronice] Modul Transmisie LoRa Model 16,47,11,247.4,411.55,0.335
8591,Electronice,[Electronice] Modul Transmisie LoRa Model 60,122,20,188.74,457.34,0.423
8592,Perisabile,[Perisabile] Solutie Curatare Frane Model 6,128,19,199.35,300.05,0.037
8593,Hardware,Cheie Dinamometrica Model 36,96,15,155.05,356.09,0.023
8594,Perisabile,[Perisabile] Spray Degripant Model 55,38,15,170.44,231.94,0.107
8595,Perisabile,[Perisabile] Adeziv Industrial Model 84,140,5,121.39,171.98,0.1
8596,Hardware,Incarcator Gaz Model 7,44,18,250.13,556.97,0.33
8597,Electronice,[Electronice] Osciloscop Model 47,8,14,23.84,54.42,0.214
8598,Hardware,Trusa Tubulare Model 82,48,16,277.55,426.41,0.495
8599,Perisabile,[Perisabile] Spray Degripant Model 75,59,11,181.92,440.22,0.309
8600,Auto,Set Placute Frana Model 81,130,13,16.76,27.81,0.394
8601,Electronice,[Electronice] Sursa Laborator Model 32,109,15,173.97,404.87,0.122
8602,Perisabile,[Perisabile] Solutie Curatare Frane Model 19,106,11,218.54,385.76,0.39
8603,Auto,Rulment Roata Fata Model 12,109,11,52.41,104.98,0.322
8604,Hardware,Cheie Dinamometrica Model 78,41,10,224.28,393.66,0.365
8605,Auto,Set Placute Frana Model 23,48,18,187.95,305.36,0.457
8606,Auto,Set Placute Frana Model 98,29,7,234.75,482.75,0.436
8607,Auto,Set Placute Frana Model 64,129,16,299.1,416.56,0.263
8608,Electronice,[Electronice] Multimetru Analogic Model 15,24,8,124.6,210.09,0.337
8609,Electronice,[Electronice] Multimetru Analogic Model 30,126,8,283.16,441.29,0.321
8610,Electronice,[Electronice] Multimetru Analogic Model 25,37,6,193.32,358.34,0.069
8611,Electronice,[Electronice] Sursa Laborator Model 33,96,6,90.19,224.94,0.08
8612,Auto,Filtru Aer Model 69,21,19,134.08,221.12,0.424
8613,Perisabile,[Perisabile] Adeziv Industrial Model 24,35,9,117.08,206.82,0.457
8614,Perisabile,[Perisabile] Adeziv Industrial Model 62,93,10,53.65,99.35,0.361
8615,Perisabile,[Perisabile] Adeziv Industrial Model 63,69,9,269.97,526.09,0.05
8616,Electronice,[Electronice] Modul Transmisie LoRa Model 16,114,13,26.39,57.98,0.471
8617,Hardware,Set Imbusuri Model 46,21,8,85.71,185.11,0.071
8618,Hardware,Trusa Tubulare Model 62,37,11,126.44,238.37,0.239
8619,Hardware,Trusa Tubulare Model 5,121,10,53.02,106.27,0.228
8620,Hardware,Cheie Dinamometrica Model 66,48,13,117.27,168.26,0.042
8621,Auto,Baterie 12V 70Ah Model 33,51,11,28.9,56.12,0.105
8622,Perisabile,[Perisabile] Solutie Curatare Frane Model 81,54,12,66.83,151.97,0.493
8623,Electronice,[Electronice] Modul Transmisie LoRa Model 27,138,16,83.88,131.17,0.138
8624,Hardware,Incarcator Gaz Model 98,144,19,177.05,320.64,0.43
8625,Auto,Baterie 12V 70Ah Model 66,135,13,137.66,308.95,0.199
8626,Hardware,Set Imbusuri Model 61,41,20,293.95,674.95,0.164
8627,Auto,Set Placute Frana Model 34,121,17,228.05,447.99,0.33
8628,Electronice,[Electronice] Sursa Laborator Model 80,76,15,72.78,111.74,0.338
8629,Auto,Furtun Intercooler 2.0 TDI Model 77,81,17,80.74,157.01,0.131
8630,Hardware,Trusa Tubulare Model 64,20,6,241.69,462.17,0.239
8631,Auto,Set Placute Frana Model 38,12,8,277.5,690.23,0.172
8632,Perisabile,[Perisabile] Solutie Curatare Frane Model 62,122,6,202.69,356.88,0.11
8633,Hardware,Incarcator Gaz Model 31,43,7,222.37,332.81,0.489
8634,Auto,Baterie 12V 70Ah Model 22,88,19,187.78,231.66,0.268
8635,Perisabile,[Perisabile] Spray Degripant Model 19,104,19,230.71,339.02,0.189
8636,Auto,Senzor Debitmetru Model 20,146,12,54.24,87.18,0.118
8637,Perisabile,[Perisabile] Spray Degripant Model 69,36,17,294.27,581.54,0.276
8638,Perisabile,[Perisabile] Spray Degripant Model 29,15,17,92.71,140.79,0.036
8639,Electronice,[Electronice] Sursa Laborator Model 89,81,12,251.14,495.69,0.499
8640,Hardware,Incarcator Gaz Model 56,132,6,167.16,281.14,0.118
8641,Hardware,Cheie Dinamometrica Model 10,140,10,147.74,257.93,0.078
8642,Perisabile,[Perisabile] Solutie Curatare Frane Model 98,146,13,72.67,107.8,0.062
8643,Perisabile,[Perisabile] Spray Degripant Model 97,74,10,131.04,195.45,0.131
8644,Perisabile,[Perisabile] Spray Degripant Model 35,112,13,146.55,223.96,0.3
8645,Electronice,[Electronice] Modul Transmisie LoRa Model 29,94,5,64.92,92.89,0.32
8646,Electronice,[Electronice] Sursa Laborator Model 2,124,12,66.95,85.58,0.31
8647,Hardware,Cheie Dinamometrica Model 19,60,10,261.6,600.26,0.165
8648,Auto,Furtun Intercooler 2.0 TDI Model 34,85,9,86.26,177.33,0.053
8649,Auto,Senzor Debitmetru Model 91,114,14,138.74,295.92,0.31
8650,Auto,Set Placute Frana Model 63,57,10,262.71,541.61,0.093
8651,Electronice,[Electronice] Osciloscop Model 45,45,18,112.21,139.42,0.256
8652,Perisabile,[Perisabile] Solutie Curatare Frane Model 21,72,12,151.29,361.17,0.26
8653,Electronice,[Electronice] Multimetru Analogic Model 58,128,16,269.54,371.94,0.127
8654,Hardware,Set Imbusuri Model 32,126,6,11.93,17.32,0.409
8655,Perisabile,[Perisabile] Solutie Curatare Frane Model 49,29,5,176.1,322.57,0.248
8656,Perisabile,[Perisabile] Adeziv Industrial Model 30,90,19,174.02,267.24,0.128
8657,Perisabile,[Perisabile] Adeziv Industrial Model 26,46,11,78.49,191.64,0.452
8658,Auto,Set Placute Frana Model 92,13,8,38.17,66.79,0.488
8659,Perisabile,[Perisabile] Adeziv Industrial Model 67,111,18,59.67,82.61,0.063
8660,Perisabile,[Perisabile] Spray Degripant Model 44,123,8,190.59,282.21,0.107
8661,Hardware,Set Imbusuri Model 76,59,12,165.72,273.26,0.046
8662,Auto,Senzor Debitmetru Model 15,140,11,267.92,593.56,0.271
8663,Auto,Senzor Debitmetru Model 82,14,6,38.58,75.88,0.445
8664,Auto,Baterie 12V 70Ah Model 13,12,16,173.01,251.72,0.126
8665,Electronice,[Electronice] Osciloscop Model 66,112,15,273.53,646.06,0.476
8666,Hardware,Set Imbusuri Model 93,108,6,108.02,219.99,0.2
8667,Perisabile,[Perisabile] Adeziv Industrial Model 78,36,19,283.43,349.19,0.03
8668,Auto,Baterie 12V 70Ah Model 34,75,8,159.99,296.4,0.253
8669,Auto,Baterie 12V 70Ah Model 80,15,13,204.27,249.7,0.314
8670,Electronice,[Electronice] Sursa Laborator Model 89,126,11,101.6,178.22,0.485
8671,Perisabile,[Perisabile] Solutie Curatare Frane Model 85,128,7,222.92,307.89,0.471
8672,Auto,Senzor Debitmetru Model 60,66,10,177.54,249.82,0.179
8673,Hardware,Trusa Tubulare Model 31,110,15,137.44,227.83,0.225
8674,Electronice,[Electronice] Modul Transmisie LoRa Model 73,72,18,74.87,110.26,0.422
8675,Auto,Filtru Aer Model 93,136,10,267.9,360.55,0.402
8676,Auto,Filtru Aer Model 28,52,8,195.03,270.29,0.324
8677,Auto,Senzor Debitmetru Model 11,41,15,42.44,66.77,0.048
8678,Perisabile,[Perisabile] Solutie Curatare Frane Model 58,111,5,209.51,319.28,0.261
8679,Auto,Baterie 12V 70Ah Model 52,19,8,161.47,240.21,0.374
8680,Auto,Senzor Debitmetru Model 51,66,5,162.23,280.7,0.177
8681,Hardware,Trusa Tubulare Model 55,106,11,283.49,703.04,0.373
8682,Hardware,Cheie Dinamometrica Model 77,19,8,49.52,81.09,0.265
8683,Auto,Baterie 12V 70Ah Model 30,136,10,145.68,273.03,0.302
8684,Hardware,Set Imbusuri Model 60,99,10,243.14,499.81,0.272
8685,Hardware,Trusa Tubulare Model 8,124,19,48.08,69.18,0.416
8686,Auto,Filtru Aer Model 42,38,14,67.91,159.74,0.344
8687,Hardware,Incarcator Gaz Model 84,119,5,88.55,179.58,0.387
8688,Electronice,[Electronice] Multimetru Analogic Model 23,9,15,264.1,482.82,0.036
8689,Electronice,[Electronice] Osciloscop Model 98,112,5,280.07,549.31,0.489
8690,Electronice,[Electronice] Osciloscop Model 56,43,8,29.38,62.81,0.267
8691,Perisabile,[Perisabile] Spray Degripant Model 46,63,15,239.4,503.9,0.439
8692,Hardware,Incarcator Gaz Model 45,148,9,223.08,547.12,0.031
8693,Auto,Rulment Roata Fata Model 27,36,6,233.3,533.77,0.495
8694,Perisabile,[Perisabile] Adeziv Industrial Model 84,21,12,78.59,95.58,0.257
8695,Auto,Set Placute Frana Model 3,133,12,16.09,26.97,0.491
8696,Electronice,[Electronice] Osciloscop Model 38,84,6,41.64,80.43,0.046
8697,Auto,Baterie 12V 70Ah Model 43,144,9,227.26,513.35,0.166
8698,Perisabile,[Perisabile] Spray Degripant Model 18,72,10,18.5,43.92,0.235
8699,Perisabile,[Perisabile] Solutie Curatare Frane Model 36,83,11,117.42,230.79,0.435
8700,Auto,Furtun Intercooler 2.0 TDI Model 49,3,20,175.15,213.73,0.044
8701,Perisabile,[Perisabile] Solutie Curatare Frane Model 94,40,15,147.34,263.7,0.294
8702,Hardware,Incarcator Gaz Model 77,130,16,73.56,106.61,0.444
8703,Electronice,[Electronice] Multimetru Analogic Model 32,48,15,205.16,456.14,0.423
8704,Electronice,[Electronice] Sursa Laborator Model 18,135,20,104.08,218.16,0.084
8705,Auto,Filtru Aer Model 80,42,7,205.29,402.23,0.253
8706,Hardware,Set Imbusuri Model 73,103,6,196.51,315.25,0.457
8707,Hardware,Cheie Dinamometrica Model 19,143,16,104.88,185.62,0.03
8708,Hardware,Cheie Dinamometrica Model 17,108,6,167.87,304.5,0.307
8709,Perisabile,[Perisabile] Spray Degripant Model 69,19,16,236.4,390.42,0.209
8710,Auto,Furtun Intercooler 2.0 TDI Model 29,146,20,133.0,278.66,0.178
8711,Auto,Senzor Debitmetru Model 61,30,14,112.85,204.93,0.475
8712,Electronice,[Electronice] Modul Transmisie LoRa Model 69,87,19,203.15,484.61,0.444
8713,Electronice,[Electronice] Modul Transmisie LoRa Model 41,83,8,167.08,250.91,0.316
8714,Auto,Furtun Intercooler 2.0 TDI Model 98,69,16,50.96,116.76,0.278
8715,Auto,Furtun Intercooler 2.0 TDI Model 65,1,16,154.15,312.05,0.477
8716,Electronice,[Electronice] Sursa Laborator Model 79,103,18,137.9,300.95,0.313
8717,Hardware,Cheie Dinamometrica Model 53,50,10,277.73,532.1,0.052
8718,Auto,Baterie 12V 70Ah Model 64,119,18,160.94,266.83,0.342
8719,Auto,Furtun Intercooler 2.0 TDI Model 69,111,19,249.98,495.7,0.497
8720,Electronice,[Electronice] Modul Transmisie LoRa Model 25,28,7,297.8,408.46,0.094
8721,Hardware,Set Imbusuri Model 12,55,5,208.36,465.31,0.294
8722,Electronice,[Electronice] Modul Transmisie LoRa Model 81,9,17,163.52,355.8,0.223
8723,Perisabile,[Perisabile] Adeziv Industrial Model 53,95,11,134.56,252.25,0.017
8724,Hardware,Set Imbusuri Model 99,71,15,22.09,39.71,0.387
8725,Hardware,Set Imbusuri Model 59,101,12,75.19,121.79,0.29
8726,Hardware,Trusa Tubulare Model 36,73,5,265.92,362.26,0.292
8727,Auto,Baterie 12V 70Ah Model 93,75,8,97.56,127.11,0.287
8728,Electronice,[Electronice] Multimetru Analogic Model 18,54,11,229.67,484.6,0.016
8729,Hardware,Incarcator Gaz Model 29,70,5,74.12,144.7,0.317
8730,Hardware,Trusa Tubulare Model 50,19,11,42.73,95.36,0.261
8731,Hardware,Set Imbusuri Model 53,41,10,38.02,90.01,0.233
8732,Perisabile,[Perisabile] Spray Degripant Model 92,34,5,147.8,208.39,0.442
8733,Auto,Filtru Aer Model 50,33,19,140.63,230.64,0.116
8734,Hardware,Trusa Tubulare Model 82,76,6,184.7,382.93,0.297
8735,Hardware,Trusa Tubulare Model 94,2,9,205.39,339.0,0.249
8736,Electronice,[Electronice] Sursa Laborator Model 99,90,9,277.56,412.53,0.379
8737,Electronice,[Electronice] Sursa Laborator Model 40,33,5,45.06,105.29,0.341
8738,Hardware,Cheie Dinamometrica Model 65,127,11,298.57,701.95,0.489
8739,Hardware,Trusa Tubulare Model 78,75,13,83.54,122.42,0.385
8740,Electronice,[Electronice] Sursa Laborator Model 77,101,12,259.84,356.66,0.166
8741,Electronice,[Electronice] Osciloscop Model 10,5,19,61.52,111.26,0.489
8742,Auto,Filtru Aer Model 31,126,6,207.55,452.57,0.169
8743,Electronice,[Electronice] Modul Transmisie LoRa Model 31,8,17,110.23,236.64,0.315
8744,Hardware,Set Imbusuri Model 30,125,6,229.44,366.5,0.107
8745,Hardware,Trusa Tubulare Model 74,117,10,23.11,51.64,0.177
8746,Hardware,Set Imbusuri Model 9,9,5,238.83,300.47,0.116
8747,Perisabile,[Perisabile] Spray Degripant Model 84,75,7,62.43,137.6,0.285
8748,Auto,Furtun Intercooler 2.0 TDI Model 25,44,12,14.0,17.93,0.094
8749,Hardware,Trusa Tubulare Model 26,82,8,265.99,425.55,0.257
8750,Perisabile,[Perisabile] Adeziv Industrial Model 92,32,11,115.18,278.84,0.379
8751,Auto,Rulment Roata Fata Model 27,1,15,215.42,534.25,0.302
8752,Perisabile,[Perisabile] Spray Degripant Model 35,47,12,290.36,671.13,0.027
8753,Perisabile,[Perisabile] Adeziv Industrial Model 37,124,19,154.76,383.39,0.039
8754,Hardware,Cheie Dinamometrica Model 15,148,17,231.06,279.84,0.458
8755,Auto,Rulment Roata Fata Model 81,27,10,241.78,349.29,0.163
8756,Auto,Furtun Intercooler 2.0 TDI Model 88,145,18,133.03,300.96,0.345
8757,Electronice,[Electronice] Multimetru Analogic Model 43,115,19,43.06,77.83,0.086
8758,Perisabile,[Perisabile] Adeziv Industrial Model 97,10,14,73.27,171.63,0.247
8759,Auto,Rulment Roata Fata Model 14,99,9,10.46,18.52,0.09
8760,Perisabile,[Perisabile] Spray Degripant Model 65,42,5,59.51,105.8,0.17
8761,Perisabile,[Perisabile] Spray Degripant Model 33,48,11,123.72,268.32,0.31
8762,Auto,Senzor Debitmetru Model 31,104,20,191.11,442.89,0.372
8763,Perisabile,[Perisabile] Spray Degripant Model 74,141,17,31.41,60.88,0.359
8764,Hardware,Incarcator Gaz Model 32,56,20,161.57,345.92,0.101
8765,Hardware,Cheie Dinamometrica Model 21,107,19,221.95,525.6,0.415
8766,Hardware,Trusa Tubulare Model 25,16,16,260.81,438.86,0.197
8767,Perisabile,[Perisabile] Solutie Curatare Frane Model 66,47,17,151.14,309.28,0.437
8768,Electronice,[Electronice] Modul Transmisie LoRa Model 59,79,12,215.57,401.86,0.228
8769,Hardware,Cheie Dinamometrica Model 20,26,11,285.13,582.19,0.13
8770,Perisabile,[Perisabile] Solutie Curatare Frane Model 6,40,5,287.49,538.52,0.359
8771,Electronice,[Electronice] Multimetru Analogic Model 57,96,18,275.3,367.5,0.431
8772,Hardware,Set Imbusuri Model 88,47,10,237.85,489.07,0.435
8773,Perisabile,[Perisabile] Spray Degripant Model 50,94,10,274.35,538.14,0.384
8774,Hardware,Incarcator Gaz Model 96,107,12,16.34,22.61,0.18
8775,Electronice,[Electronice] Osciloscop Model 67,100,19,143.54,351.96,0.259
8776,Auto,Furtun Intercooler 2.0 TDI Model 14,122,7,95.29,143.14,0.02
8777,Electronice,[Electronice] Multimetru Analogic Model 78,70,8,106.51,234.21,0.047
8778,Auto,Baterie 12V 70Ah Model 40,122,10,273.43,408.09,0.26
8779,Auto,Set Placute Frana Model 76,109,18,46.69,84.16,0.406
8780,Perisabile,[Perisabile] Spray Degripant Model 55,59,11,49.62,96.14,0.444
8781,Hardware,Incarcator Gaz Model 1,74,17,279.4,514.09,0.222
8782,Auto,Furtun Intercooler 2.0 TDI Model 2,78,9,293.68,556.07,0.161
8783,Hardware,Incarcator Gaz Model 62,116,13,235.92,439.24,0.223
8784,Auto,Furtun Intercooler 2.0 TDI Model 59,40,14,41.43,64.05,0.216
8785,Auto,Set Placute Frana Model 14,104,10,146.29,349.1,0.013
8786,Hardware,Set Imbusuri Model 36,93,17,82.68,166.93,0.127
8787,Perisabile,[Perisabile] Spray Degripant Model 72,69,15,150.97,336.66,0.085
8788,Auto,Furtun Intercooler 2.0 TDI Model 42,3,9,83.75,153.1,0.498
8789,Electronice,[Electronice] Multimetru Analogic Model 32,118,15,24.36,46.1,0.187
8790,Electronice,[Electronice] Osciloscop Model 17,112,7,275.56,427.6,0.041
8791,Perisabile,[Perisabile] Solutie Curatare Frane Model 25,58,5,99.28,153.74,0.316
8792,Perisabile,[Perisabile] Spray Degripant Model 93,106,6,185.9,285.43,0.27
8793,Hardware,Cheie Dinamometrica Model 93,42,5,258.12,581.53,0.324
8794,Auto,Set Placute Frana Model 35,98,7,202.87,274.71,0.447
8795,Auto,Rulment Roata Fata Model 73,146,15,41.51,95.15,0.482
8796,Hardware,Set Imbusuri Model 77,24,6,105.46,206.81,0.486
8797,Auto,Senzor Debitmetru Model 95,52,11,118.32,286.22,0.131
